Name,Title,_Artist1,_Artist2,_Artist3,_Artist4,_Artist5,url,Type,Lyric,Video,Christmas,Live,Remix,Cover,id,Start,End,Uploader,Duration
Ariana Grande - Pete Davidson (Audio),Pete Davidson,Ariana Grande,,,,,https://www.youtube.com/watch?v=ba8CifMRZ2Y,Lyric,1,0,0,0,0,0,ba8CifMRZ2Y,0.0,0.0,Arianagrandevevo,75
Mika - Popular Song Ft. Ariana Grande,Popular Song,Ariana Grande,Mika,,,,https://www.youtube.com/watch?v=nmcdLOjGVzw,Lyric,1,0,0,0,0,0,nmcdLOjGVzw,0.0,0.0,Mikavevo,207
Mika Ft. Ariana Grande - Popular Song (Lyrics),Popular Song,Ariana Grande,Mika,,,,https://www.youtube.com/watch?v=OHW2EC9ZqlM,Lyric,1,0,0,0,0,0,OHW2EC9ZqlM,0.0,0.0,Bk,201
Ariana Grande - Positions (Official Video),Positions,Ariana Grande,,,,,https://www.youtube.com/watch?v=tcYodQoapMg,Video,0,1,0,0,0,0,tcYodQoapMg,0.0,0.0,Arianagrandevevo,178
Ariana Grande - Positions (Lyric Video),Positions,Ariana Grande,,,,,https://www.youtube.com/watch?v=Xsb9flAEymA,Lyric,1,0,0,0,0,0,Xsb9flAEymA,0.0,0.0,Arianagrandevevo,173
Ariana Grande - Pov (Official Lyric Video),Pov,Ariana Grande,,,,,https://www.youtube.com/watch?v=Cvofj7K_5Iw,Lyric,1,0,0,0,0,0,Cvofj7K_5Iw,0.0,0.0,Arianagrandevevo,202
Ariana Grande - Pov (Audio),Pov,Ariana Grande,,,,,https://www.youtube.com/watch?v=nQJEp-k-ogs,Lyric,1,0,0,0,0,0,nQJEp-k-ogs,0.0,0.0,Arianagrandevevo,203
Ariana Grande - Problem (Lyric Video) Ft. Iggy Azalea,Problem,Ariana Grande,Iggy Azalea,,,,https://www.youtube.com/watch?v=SoJ8s90NLc4,Lyric,1,0,0,0,0,0,SoJ8s90NLc4,0.0,0.0,Arianagrandevevo,194
Ariana Grande Ft. Iggy Azalea - Problem (Official Video),Problem,Ariana Grande,Iggy Azalea,,,,https://www.youtube.com/watch?v=iS1g8G_njx8,Video,0,1,0,0,0,0,iS1g8G_njx8,0.0,0.0,Arianagrandevevo,207
Quit || Cashmere Cat Ft. Ariana Grande Lyrics,Quit,Ariana Grande,Cashmere Cat,,,,https://www.youtube.com/watch?v=8wZrtGgtvxc,Lyric,1,0,0,0,0,0,8wZrtGgtvxc,0.0,0.0,Fangirl Lyrics,263
Ariana Grande - R.E.M. (Audio),R E M,Ariana Grande,,,,,https://www.youtube.com/watch?v=AVPEP_KSldA,Lyric,1,0,0,0,0,0,AVPEP_KSldA,0.0,0.0,Arianagrandevevo,247
"Lady Gaga, Ariana Grande - Rain On Me (Official Music Video)",Rain On Me,Ariana Grande,Lady Gaga,,,,https://www.youtube.com/watch?v=AoAm4om0wTs,Video,0,1,0,0,0,0,AoAm4om0wTs,0.0,0.0,Ladygagavevo,188
Raindrops (An Angel Cried) || Ariana Grande Lyrics,Raindrops An Angel Cried,Ariana Grande,,,,,https://www.youtube.com/watch?v=1YhXRUE9xnc,Lyric,1,0,0,0,0,0,1YhXRUE9xnc,0.0,0.0,Fangirl Lyrics,40
Right There - Ariana Grande (Feat. Big Sean),Right There,Ariana Grande,Big Sean,,,,https://www.youtube.com/watch?v=TiiRTYRg-qU,Lyric,1,0,0,0,0,0,TiiRTYRg-qU,0.0,0.0,Ariana Grande,248
Ariana Grande - Right There Ft. Big Sean,Right There,Ariana Grande,Big Sean,,,,https://www.youtube.com/watch?v=fhcpubAVdmc,Lyric,1,0,0,0,0,0,fhcpubAVdmc,0.0,0.0,Arianagrandevevo,259
Ariana Grande - Safety Net (Audio) Ft. Ty Dolla $Ign,Safety Net,Ariana Grande,Ty Dolla $Ign,,,,https://www.youtube.com/watch?v=LBBZeJhteRE,Lyric,1,0,0,0,0,0,LBBZeJhteRE,0.0,0.0,Arianagrandevevo,210
Ariana Grande - Santa Tell Me,Santa Tell Me,Ariana Grande,,,,,https://www.youtube.com/watch?v=nlR0MkrRklg,Lyric,1,0,0,0,0,0,nlR0MkrRklg,0.0,0.0,Arianagrandevevo,340
Ariana Grande - Santa Tell Me (Lyric Video),Santa Tell Me,Ariana Grande,,,,,https://www.youtube.com/watch?v=qlWp9B7hr3A,Lyric,1,0,0,0,0,0,qlWp9B7hr3A,0.0,0.0,Arianagrandevevo,193
Ariana Grande - Santa Tell Me ( Cover By J.Fla ),Santa Tell Me Cover,Ariana Grande,J Fla,,,,https://www.youtube.com/watch?v=kUQinReafBk,Lyric,1,0,1,0,0,1,kUQinReafBk,0.0,0.0,Jflamusic,139
The Weeknd & Ariana Grande - Save Your Tears (Remix) (Official Video),Save Your Tears Remix,Ariana Grande,The Weeknd,,,,https://www.youtube.com/watch?v=LIIDh-qI9oI,Video,0,1,0,0,1,0,LIIDh-qI9oI,0.0,0.0,Theweekndvevo,205
Ariana Grande - Shut Up (Audio),Shut Up,Ariana Grande,,,,,https://www.youtube.com/watch?v=9MogWz-LHXI,Lyric,1,0,0,0,0,0,9MogWz-LHXI,0.0,0.0,Arianagrandevevo,159
Ariana Grande Ft. Nicki Minaj - Side To Side (Official Video) Ft. Nicki Minaj,Side To Side,Ariana Grande,Nicki Minaj,,,,https://www.youtube.com/watch?v=SXiSVQZLje8,Video,0,1,0,0,0,0,SXiSVQZLje8,0.0,0.0,Arianagrandevevo,238
Ariana Grande - Side To Side ( Cover By J.Fla ),Side To Side Cover,Ariana Grande,Ariana Grande,J.Fla,J Fla,Jfla,https://www.youtube.com/watch?v=0__AnDE6AxU,Lyric,1,0,0,0,0,1,0__AnDE6AxU,0.0,0.0,Jflamusic,139
Ariana Grande - Six Thirty (Audio),Six Thirty,Ariana Grande,,,,,https://www.youtube.com/watch?v=u7GAXfrajHc,Lyric,1,0,0,0,0,0,u7GAXfrajHc,0.0,0.0,Arianagrandevevo,185
Sometimes || Ariana Grande Lyrics,Sometimes,Ariana Grande,,,,,https://www.youtube.com/watch?v=qSXGVpxQMnc,Lyric,1,0,0,0,0,0,qSXGVpxQMnc,0.0,0.0,Fangirl Lyrics,230
Successful || Ariana Grande Lyrics,Successful,Ariana Grande,,,,,https://www.youtube.com/watch?v=blE2oNCvjxg,Lyric,1,0,0,0,0,0,blE2oNCvjxg,0.0,0.0,Fangirl Lyrics,227
Ariana Grande - Successful (Audio),Successful,Ariana Grande,,,,,https://www.youtube.com/watch?v=_IvArrFhcp0,Lyric,1,0,0,0,0,0,_IvArrFhcp0,0.0,0.0,Arianagrandevevo,228
Ariana Grande - Sweetener (Audio),Sweetener,Ariana Grande,,,,,https://www.youtube.com/watch?v=6vay5SgNPpk,Lyric,1,0,0,0,0,0,6vay5SgNPpk,0.0,0.0,Arianagrandevevo,210
Ariana Grande - Test Drive (Official Audio),Test Drive,Ariana Grande,,,,,https://www.youtube.com/watch?v=1zNYZd94ui8,Lyric,1,0,0,0,0,0,1zNYZd94ui8,0.0,0.0,Arianagrandevevo,122
"Thank U, Next || Ariana Grande Lyrics",Thank U Next,Ariana Grande,,,,,https://www.youtube.com/watch?v=XfFbiWZA46k,Lyric,1,0,0,0,0,0,XfFbiWZA46k,0.0,0.0,Fangirl Lyrics,208
"Ariana Grande - Thank U, Next (Official Video)",Thank U Next,Ariana Grande,,,,,https://www.youtube.com/watch?v=gl1aHhXnN1k,Video,0,1,0,0,0,0,gl1aHhXnN1k,0.0,0.0,Arianagrandevevo,331
"Thank U, Next - Ariana Grande (Ebony Day Cover Explicit)",Thank U Next Cover,Ariana Grande,Ebony Day,,,,https://www.youtube.com/watch?v=s6V921u8GsQ,Lyric,1,0,0,0,0,1,s6V921u8GsQ,0.0,0.0,Ebony Day,142
"Ariana Grande - Thank U, Next (Neovaii Remix)",Thank U Next Neovaii Remix,Ariana Grande,,,,,https://www.youtube.com/watch?v=jZB9x8ch9a8,Lyric,1,0,0,0,1,0,jZB9x8ch9a8,0.0,0.0,Trap Nation,248
The Light Is Coming || Ariana Grande Ft. Nicki Minaj Lyrics,The Light Is Coming,Ariana Grande,Nicki Minaj,,,,https://www.youtube.com/watch?v=QGs2UU7qPV8,Lyric,1,0,0,0,0,0,QGs2UU7qPV8,0.0,0.0,Fangirl Lyrics,232
Ariana Grande - The Light Is Coming Ft. Nicki Minaj,The Light Is Coming,Ariana Grande,Nicki Minaj,,,,https://www.youtube.com/watch?v=OQitfe8u7i4,Lyric,1,0,0,0,0,0,OQitfe8u7i4,0.0,0.0,Arianagrandevevo,232
Ariana Grande - The Way Ft. Mac Miller,The Way,Ariana Grande,Mac Miller,,,,https://www.youtube.com/watch?v=_sV0S8qWSy0,Lyric,1,0,0,0,0,0,_sV0S8qWSy0,0.0,0.0,Arianagrandevevo,232
Ariana Grande - True Love (Audio),True Love,Ariana Grande,,,,,https://www.youtube.com/watch?v=Lo8FHIj9804,Lyric,1,0,0,0,0,0,Lo8FHIj9804,0.0,0.0,Arianagrandevevo,166
Dua Lipa - We'Re Good Ft. Ariana Grande (Remix),We're Good Remix,Ariana Grande,Dua Lipa,,,,https://www.youtube.com/watch?v=qcMOZunGTtg,Lyric,1,0,0,0,1,0,qcMOZunGTtg,0.0,0.0,Mash Art,193
Ariana Grande - West Side (Audio),West Side,Ariana Grande,,,,,https://www.youtube.com/watch?v=iyOSupKevog,Lyric,1,0,0,0,0,0,iyOSupKevog,0.0,0.0,Arianagrandevevo,133
Ariana Grande - Winter Things (Audio),Winter Things,Ariana Grande,,,,,https://www.youtube.com/watch?v=H_lxXH1xcok,Lyric,1,0,0,0,0,0,H_lxXH1xcok,0.0,0.0,Arianagrandevevo,159
Ariana Grande - Worst Behavior (Official Audio),Worst Behavior,Ariana Grande,,,,,https://www.youtube.com/watch?v=rFA11HZu-RU,Lyric,1,0,0,0,0,0,rFA11HZu-RU,0.0,0.0,Arianagrandevevo,124
Asher - Say It Right (Online Video),Say It Right Online,Asher,,,,,https://www.youtube.com/watch?v=FGkPxS2OzZk,Video,0,1,0,0,0,0,FGkPxS2OzZk,0.0,0.0,Asher,250
Audrey Mika - 4712 (Audio),4712,Audrey Mika,,,,,https://www.youtube.com/watch?v=ShNlwj_20dY,Lyric,1,0,0,0,0,0,ShNlwj_20dY,0.0,0.0,Audreymikavevo,187
Audrey Mika - Excuses (Official Video),Excuses,Audrey Mika,,,,,https://www.youtube.com/watch?v=ZeiZMYfBA1g,Video,0,1,0,0,0,0,ZeiZMYfBA1g,0.0,0.0,Audreymikavevo,157
Audrey Mika - Just Friends (Lyric Video),Just Friends,Audrey Mika,,,,,https://www.youtube.com/watch?v=4BWBHQN6L38,Lyric,1,0,0,0,0,0,4BWBHQN6L38,0.0,0.0,Audreymikavevo,169
Audrey Mika - Just Friends (Official Video),Just Friends,Audrey Mika,,,,,https://www.youtube.com/watch?v=wYIY8VwqaPk,Video,0,1,0,0,0,0,wYIY8VwqaPk,0.0,0.0,Audreymikavevo,176
Audrey Mika - Just Friends (Audio),Just Friends,Audrey Mika,,,,,https://www.youtube.com/watch?v=IBfEK320hVg,Lyric,1,0,0,0,0,0,IBfEK320hVg,0.0,0.0,Audreymikavevo,171
Audrey Mika - P.S. (Audio),P S,Audrey Mika,,,,,https://www.youtube.com/watch?v=efmTs4jQPOc,Lyric,1,0,0,0,0,0,efmTs4jQPOc,0.0,0.0,Audreymikavevo,201
Audrey Mika - Pan!C (Official Video),Pan C,Audrey Mika,,,,,https://www.youtube.com/watch?v=FNy5WIzIqlU,Video,0,1,0,0,0,0,FNy5WIzIqlU,0.0,0.0,Audreymikavevo,259
Audrey Mika - Pan!C (Audio),Pan C,Audrey Mika,,,,,https://www.youtube.com/watch?v=wzA9XSuDM38,Lyric,1,0,0,0,0,0,wzA9XSuDM38,0.0,0.0,Audreymikavevo,256
Audrey Mika - Red Gatorade (Official Video),Red Gatorade,Audrey Mika,,,,,https://www.youtube.com/watch?v=rzetHTU6DH0,Video,0,1,0,0,0,0,rzetHTU6DH0,0.0,0.0,Audreymikavevo,190
Audrey Mika - Red Gatorade (Audio),Red Gatorade,Audrey Mika,,,,,https://www.youtube.com/watch?v=4i0D-Wk5q_k,Lyric,1,0,0,0,0,0,4i0D-Wk5q_k,0.0,0.0,Audreymikavevo,189
Audrey Mika - Y U Gotta B Like That (Feat. Kyle) (Official Video) Ft. Kyle,Y U Gotta B Like That Kyle Kyle,Audrey Mika,,,,,https://www.youtube.com/watch?v=NJCiKPXc9xk,Video,0,1,0,0,0,0,NJCiKPXc9xk,0.0,0.0,Audreymikavevo,173
August Alsina - No Love Ft. Nicki Minaj (Official Video),No Love,August Alsina,Nicki Minaj,,,,https://www.youtube.com/watch?v=nxvm4P0jFKY,Video,0,1,0,0,0,0,nxvm4P0jFKY,0.0,0.0,Augustalsinavevo,287
Autoerotique - Asphyxiation (Official Video),Asphyxiation,Autoerotique,,,,,https://www.youtube.com/watch?v=QPTnMVvfH-w,Video,0,1,0,0,0,0,QPTnMVvfH-w,0.0,0.0,Tmrw Music,292
Ava Max - Kings & Queens [Official Visualizer],Kings Queens,Ava Max,,,,,https://www.youtube.com/watch?v=RNx5f0snpK8,Lyric,1,0,0,0,0,0,RNx5f0snpK8,0.0,0.0,Ava Max,163
Ava Max   Not Your Barbie Girl Lyrics,Not Your Barbie Girl,Ava Max,,,,,https://www.youtube.com/watch?v=k-vsFjm-I1E,Lyric,1,0,0,0,0,0,k-vsFjm-I1E,0.0,0.0,Lyrics Video,187
Ava Max - Salt [Official Lyric Video],Salt,Ava Max,,,,,https://www.youtube.com/watch?v=PKWHYLtmAGA,Lyric,1,0,0,0,0,0,PKWHYLtmAGA,0.0,0.0,Ava Max,182
Ava Max - Sweet But Psycho (Lyrics),Sweet But Cho,Ava Max,Psy,,,,https://www.youtube.com/watch?v=2KBFD0aoZy8,Lyric,1,0,0,0,0,0,2KBFD0aoZy8,0.0,0.0,Taj Tracks,188
Ava Max - Sweet But Psycho [Official Music Video],Sweet But Psycho,Ava Max,,,,,https://www.youtube.com/watch?v=WXBHCQYxwr0,Video,0,1,0,0,0,0,WXBHCQYxwr0,0.0,0.0,Ava Max,207
Avicii - Addicted To You(Lyrics),Addicted To You,Avicii,,,,,https://www.youtube.com/watch?v=_u6ZzvYXCH4,Lyric,1,0,0,0,0,0,_u6ZzvYXCH4,0.0,0.0,Patogepi Kanal,142
Avicii - Broken Arrows,Broken Arrows,Avicii,,,,,https://www.youtube.com/watch?v=V6iKSUoUN48,Lyric,1,0,0,0,0,0,V6iKSUoUN48,0.0,0.0,Aviciiofficialvevo,254
Avicii ~ Hey Brother (Lyrics),Hey Brother,Avicii,,,,,https://www.youtube.com/watch?v=UDz45y_C630,Lyric,1,0,0,0,0,0,UDz45y_C630,0.0,0.0,Missunsympathisch,255
Avicii - Levels,Levels,Avicii,,,,,https://www.youtube.com/watch?v=_ovdm2yX4MA,Lyric,1,0,0,0,0,0,_ovdm2yX4MA,0.0,0.0,Aviciiofficialvevo,198
Avicii - Silhouettes (Syn Cole Creamfields Remix),Silhouettes Syn Cole Creamfields Remix,Avicii,,,,,https://www.youtube.com/watch?v=2LGOjZKO1fU,Lyric,1,0,0,0,1,0,2LGOjZKO1fU,0.0,0.0,Zielo1992,384
Avicii - The Nights,The Nights,Avicii,,,,,https://www.youtube.com/watch?v=UtF6Jej8yb4,Lyric,1,0,0,0,0,0,UtF6Jej8yb4,0.0,0.0,Aviciiofficialvevo,191
Avicii - Waiting For Love,Waiting For Love,Avicii,,,,,https://www.youtube.com/watch?v=cHHLHGNpCSA,Lyric,1,0,0,0,0,0,cHHLHGNpCSA,0.0,0.0,Aviciiofficialvevo,230
Avicii - Waiting For Love + Hey Brother ( Cover By J.Fla ),Waiting For Love Hey Brother Cover,Avicii,J Fla,,,,https://www.youtube.com/watch?v=VuYAHG_T17U,Lyric,1,0,0,0,0,1,VuYAHG_T17U,0.0,0.0,Jflamusic,184
Avicii - Wake Me Up (Official Video),Wake Me Up,Avicii,,,,,https://www.youtube.com/watch?v=IcrbM1l_BoI,Video,0,1,0,0,0,0,IcrbM1l_BoI,0.0,0.0,Aviciiofficialvevo,273
Avicii - Wake Me Up (Lyric Video),Wake Me Up,Avicii,,,,,https://www.youtube.com/watch?v=5y_KJAg8bHI,Lyric,1,0,0,0,0,0,5y_KJAg8bHI,0.0,0.0,Aviciiofficialvevo,251
Avicii - Wake Me Up ( Cover By J.Fla ),Wake Me Up Cover By,Avicii,J Fla,,,,https://www.youtube.com/watch?v=pMzB8nn4xtw,Lyric,1,0,0,0,0,1,pMzB8nn4xtw,0.0,0.0,Jflamusic,198
Avril Lavigne - Alice (Official Music Video),Alice,Avril Lavigne,,,,,https://www.youtube.com/watch?v=YI4m-l2yRZA,Video,0,1,0,0,0,0,YI4m-l2yRZA,0.0,0.0,Avrillavignevevo,213
Avril Lavigne - Anything But Ordinary (Audio),Anything But Ordinary,Avril Lavigne,,,,,https://www.youtube.com/watch?v=0pdOTyk5azQ,Lyric,1,0,0,0,0,0,0pdOTyk5azQ,0.0,0.0,Avrillavignevevo,253
Avril Lavigne - Bigger Wow (Audio),Bigger Wow,Avril Lavigne,,,,,https://www.youtube.com/watch?v=zcblZ8tRIOI,Lyric,1,0,0,0,0,0,zcblZ8tRIOI,0.0,0.0,Avril Lavigne,175
Avril Lavigne - Birdie (Audio),Birdie,Avril Lavigne,,,,,https://www.youtube.com/watch?v=luuA_-nh1Ww,Lyric,1,0,0,0,0,0,luuA_-nh1Ww,0.0,0.0,Avril Lavigne,215
Avril Lavigne - Complicated Lyrics,Complicated,Avril Lavigne,,,,,https://www.youtube.com/watch?v=FynZChaDqQs,Lyric,1,0,0,0,0,0,FynZChaDqQs,0.0,0.0,Claudia Tse,248
Avril Lavigne - Complicated (Official Video),Complicated,Avril Lavigne,,,,,https://www.youtube.com/watch?v=5NPBIwQyPWE,Video,0,1,0,0,0,0,5NPBIwQyPWE,0.0,0.0,Avrillavignevevo,252
Avril Lavigne - Crush (Audio),Crush,Avril Lavigne,,,,,https://www.youtube.com/watch?v=Y4N-8JhGeuA,Lyric,1,0,0,0,0,0,Y4N-8JhGeuA,0.0,0.0,Avril Lavigne,214
Avril Lavigne - Don'T Tell Me [Lyrics/Letra],Don't Tell Me,Avril Lavigne,,,,,https://www.youtube.com/watch?v=tp8sJDvyA6A,Lyric,1,0,0,0,0,0,tp8sJDvyA6A,0.0,0.0,Marriemireille,199
Avril Lavigne Feat. Nicki Minaj - Dumb Blonde (Lyric Video),Dumb Blonde,Avril Lavigne,Nicki Minaj,,,,https://www.youtube.com/watch?v=wC022MwPHKI,Lyric,1,0,0,0,0,0,wC022MwPHKI,0.0,0.0,Avril Lavigne,215
Everybody Hurts - Avril Lavigne (Lyrics),Everybody Hurts,Avril Lavigne,,,,,https://www.youtube.com/watch?v=ktaqH4M-S9Q,Lyric,1,0,0,0,0,0,ktaqH4M-S9Q,0.0,0.0,Illstealurfrenchfrys,220
Avril Lavigne - Fall To Pieces (With Lyrics),Fall To Pieces,Avril Lavigne,,,,,https://www.youtube.com/watch?v=cwo4I73umF0,Lyric,1,0,0,0,0,0,cwo4I73umF0,0.0,0.0,9Zis4,209
Avril Lavigne-Girlfriend Lyrics,Girlfriend,Avril Lavigne,,,,,https://www.youtube.com/watch?v=wGJ8ixlfKUs,Lyric,1,0,0,0,0,0,wGJ8ixlfKUs,0.0,0.0,Weirdo9808,218
Avril Lavigne - Girlfriend,Girlfriend,Avril Lavigne,,,,,https://www.youtube.com/watch?v=Bg59q4puhmg,Lyric,1,0,0,0,0,0,Bg59q4puhmg,0.0,0.0,Avrillavignevevo,227
Avril Lavigne - Give You What You Like (Lyric),Give You What You Like,Avril Lavigne,,,,,https://www.youtube.com/watch?v=RgBtO7kCO_c,Lyric,1,0,0,0,0,0,RgBtO7kCO_c,0.0,0.0,Avril Lavigne Music Discovery,228
Avril Lavigne - Goddess (Audio),Goddess,Avril Lavigne,,,,,https://www.youtube.com/watch?v=KINxnEOkWrY,Lyric,1,0,0,0,0,0,KINxnEOkWrY,0.0,0.0,Avril Lavigne,221
Avril Lavigne - Head Above Water (Lyrics),Head Above Water,Avril Lavigne,,,,,https://www.youtube.com/watch?v=uAbxrtKOr_Q,Lyric,1,0,0,0,0,0,uAbxrtKOr_Q,0.0,0.0,Superblyrics,219
Avril Lavigne - Head Above Water (Official Video),Head Above Water,Avril Lavigne,,,,,https://www.youtube.com/watch?v=EKF6ghfcQic,Video,0,1,0,0,0,0,EKF6ghfcQic,0.0,0.0,Avril Lavigne,257
Avril Lavigne - Head Above Water (Lyric Video),Head Above Water,Avril Lavigne,,,,,https://www.youtube.com/watch?v=v686vG5PSac,Lyric,1,0,0,0,0,0,v686vG5PSac,0.0,0.0,Avril Lavigne,217
Head Above Water Ft. Travis Clark Of We The King’S,Head Above Water Travis Clark Of We The King’s,Avril Lavigne,,,,,https://www.youtube.com/watch?v=Fr_rYEV53Vo,Lyric,1,0,0,0,0,0,Fr_rYEV53Vo,0.0,0.0,Avril Lavigne,221
Avril Lavigne - Hello Kitty,Hello Kitty,Avril Lavigne,,,,,https://www.youtube.com/watch?v=LiaYDPRedWQ,Lyric,1,0,0,0,0,0,LiaYDPRedWQ,0.0,0.0,Avrillavignevevo,199
Avril Lavigne - Here'S To Never Growing Up,Here's To Never Growing Up,Avril Lavigne,,,,,https://www.youtube.com/watch?v=sXd2WxoOP5g,Video,0,1,0,0,0,0,sXd2WxoOP5g,0.0,0.0,Avrillavignevevo,224
Here'S To Never Growing Up Lyrics - Avril Lavigne,Here's To Never Growing Up,Avril Lavigne,,,,,https://www.youtube.com/watch?v=RJVW9-5W-vY,Lyric,1,0,0,0,0,0,RJVW9-5W-vY,0.0,0.0,Deike483,217
Avril Lavigne - Hot [Lyrics/Letra],Hot,Avril Lavigne,,,,,https://www.youtube.com/watch?v=obuk5ijRhuQ,Lyric,1,0,0,0,0,0,obuk5ijRhuQ,0.0,0.0,Marriemireille,201
Avril Lavigne - Hot (Official Music Video),Hot,Avril Lavigne,,,,,https://www.youtube.com/watch?v=fzb75m8NuMQ,Video,0,1,0,0,0,0,fzb75m8NuMQ,0.0,0.0,Avrillavignevevo,202
Avril Lavigne - I Fell In Love With The Devil (Official Video),I Fell In Love With The Devil,Avril Lavigne,,,,,https://www.youtube.com/watch?v=XIw_e2B0AbE,Video,0,1,0,0,0,0,XIw_e2B0AbE,0.0,0.0,Avril Lavigne,278
Avril Lavigne - I Fell In Love With The Devil (Audio),I Fell In Love With The Devil,Avril Lavigne,,,,,https://www.youtube.com/watch?v=RtHLo3OsC7o,Lyric,1,0,0,0,0,0,RtHLo3OsC7o,0.0,0.0,Avril Lavigne,256
Avril Lavigne - I'M With You (Video),I'm With You,Avril Lavigne,,,,,https://www.youtube.com/watch?v=dGR65RWwzg8,Video,0,1,0,0,0,0,dGR65RWwzg8,0.0,0.0,Avrillavignevevo,224
Avril Lavigne Innocence Lyrics,Innocence,Avril Lavigne,,,,,https://www.youtube.com/watch?v=pAWr7YEe-nM,Lyric,1,0,0,0,0,0,pAWr7YEe-nM,0.0,0.0,Kenza Bth,231
Avril Lavigne - Innocence,Innocence,Avril Lavigne,,,,,https://www.youtube.com/watch?v=8xoG0Xv3vs0,Lyric,1,0,0,0,0,0,8xoG0Xv3vs0,0.0,0.0,Blackstar Vlogs,261
Avril Lavigne - It Was In Me (Audio),It Was In Me,Avril Lavigne,,,,,https://www.youtube.com/watch?v=53KT5bCn8uA,Lyric,1,0,0,0,0,0,53KT5bCn8uA,0.0,0.0,Avril Lavigne,223
Avril Lavigne - Keep Holding On (Music Video),Keep Holding On,Avril Lavigne,,,,,https://www.youtube.com/watch?v=J2u3i2ba_ME,Video,0,1,0,0,0,0,J2u3i2ba_ME,0.0,0.0,Theavrillavigneproject,246
Keep Holding On - Avril Lavigne (Lyrics),Keep Holding On,Avril Lavigne,,,,,https://www.youtube.com/watch?v=_Gcrx2Ab0FM,Lyric,1,0,0,0,0,0,_Gcrx2Ab0FM,0.0,0.0,Xamyltx,252
Avril Lavigne - Let Me Go Ft. Chad Kroeger,Let Me Go,Avril Lavigne,Chad Kroeger,,,,https://www.youtube.com/watch?v=AqajUg85Ax4,Lyric,1,0,0,0,0,0,AqajUg85Ax4,0.0,0.0,Avrillavignevevo,305
Avril Lavigne - Love Me Insane (Lyrics),Love Me Insane,Avril Lavigne,,,,,https://www.youtube.com/watch?v=X01dZrp9tqA,Lyric,1,0,0,0,0,0,X01dZrp9tqA,0.0,0.0,Ylovesmusic,186
Avril Lavigne - Love Me Insane (Audio),Love Me Insane,Avril Lavigne,,,,,https://www.youtube.com/watch?v=F5LmldirBCo,Lyric,1,0,0,0,0,0,F5LmldirBCo,0.0,0.0,Avril Lavigne,181
Avril Lavigne - Mobile (Audio),Mobile,Avril Lavigne,,,,,https://www.youtube.com/watch?v=KuuhcltChKc,Lyric,1,0,0,0,0,0,KuuhcltChKc,0.0,0.0,Avrillavignevevo,214
Avril Lavigne - My Happy Ending (Official Music Video),My Happy Ending,Avril Lavigne,,,,,https://www.youtube.com/watch?v=s8QYxmpuyxg,Video,0,1,0,0,0,0,s8QYxmpuyxg,0.0,0.0,Avrillavignevevo,240
My Happy Ending By Avril Lavigne Lyrics,My Happy Ending,Avril Lavigne,,,,,https://www.youtube.com/watch?v=YgCWIELgDQU,Lyric,1,0,0,0,0,0,YgCWIELgDQU,0.0,0.0,Mss. Sandra Channel,240
Avril Lavigne - My Happy Ending (Dirty Version),My Happy Ending Dirty Version,Avril Lavigne,,,,,https://www.youtube.com/watch?v=0-zDFLbWK1Q,Lyric,1,0,0,0,0,0,0-zDFLbWK1Q,0.0,0.0,Avrillavignevevo,240
Avril Lavigne - My World (Audio),My World,Avril Lavigne,,,,,https://www.youtube.com/watch?v=ZMwBcwVSNy0,Lyric,1,0,0,0,0,0,ZMwBcwVSNy0,0.0,0.0,Avrillavignevevo,209
Avril Lavigne - Naked (Audio),Naked,Avril Lavigne,,,,,https://www.youtube.com/watch?v=r3osbQyepiM,Lyric,1,0,0,0,0,0,r3osbQyepiM,0.0,0.0,Avrillavignevevo,210
Avril Lavigne - Nobody'S Fool (Audio),Nobody's Fool,Avril Lavigne,,,,,https://www.youtube.com/watch?v=CnPT0hCeShE,Lyric,1,0,0,0,0,0,CnPT0hCeShE,0.0,0.0,Avrillavignevevo,239
Avril Lavigne - Rock N Roll (With Lyrics),Rock N Roll,Avril Lavigne,,,,,https://www.youtube.com/watch?v=idA-q50V9Ds,Lyric,1,0,0,0,0,0,idA-q50V9Ds,0.0,0.0,Xmileysmiley95,211
Avril Lavigne - Rock N Roll,Rock N Roll,Avril Lavigne,,,,,https://www.youtube.com/watch?v=uuNTO31FlY8,Video,0,1,0,0,0,0,uuNTO31FlY8,0.0,0.0,Avrillavignevevo,301
(Lip Sync Mv) Avril Lavigne - Runaway,Runaway,Avril Lavigne,,,,,https://www.youtube.com/watch?v=7CbRwC7ByiU,Lyric,1,0,0,0,0,0,7CbRwC7ByiU,0.0,0.0,Shin (Labdbio),227
Avril Lavigne - Sk8Er Boi  [Lyrics/Letra],Sk8er Boi,Avril Lavigne,,,,,https://www.youtube.com/watch?v=6GiRYc0xgzk,Lyric,1,0,0,0,0,0,6GiRYc0xgzk,0.0,0.0,Marriemireille,201
Avril Lavigne - Sk8Er Boi (Official Music Video),Sk8er Boi,Avril Lavigne,,,,,https://www.youtube.com/watch?v=TIy3n2b7V9k,Video,0,1,0,0,0,0,TIy3n2b7V9k,0.0,0.0,Avrillavignevevo,220
Avril Lavigne Skater Boy  Lyrics,Skater Boy,Avril Lavigne,,,,,https://www.youtube.com/watch?v=IvAPUKhBumU,Lyric,1,0,0,0,0,0,IvAPUKhBumU,0.0,0.0,Ohwowbabee,203
